title,company,location,salary_min,salary_max,salary_midpoint,years_experience,level,skills,source,posted_date
IT MANAGER,CÔNG TY TNHH DONGDO ELECTRONICS HẢI PHÒNG,Hải Phòng,0.0,0.0,0.0,0,Entry,,CareerLink,
Chuyên Viên Nhân Sự,CÔNG TY TNHH TƯ VẤN KỸ THUẬT ECOPOWER,Hà Nội,13.0,17.0,15.0,0,Entry,,CareerLink,
"[Tam Kỳ, Đà Nẵng] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Quảng Nam,10.0,10.0,10.0,0,Entry,,CareerLink,
Trưởng Nhóm Quản Lý Dự Án,CÔNG TY TNHH TƯ VẤN KỸ THUẬT ECOPOWER,Hồ Chí Minh,20.0,0.0,20.0,0,Entry,,CareerLink,
CHUYÊN NHIỆM TỰ ĐỘNG HÓA (GẤP),CÔNG TY TNHH MATSUYA R&D VIỆT NAM,Đồng Nai,0.0,0.0,0.0,0,Entry,,CareerLink,
Kỹ Sư Xây Dựng Hạng 1,CÔNG TY TNHH TƯ VẤN KỸ THUẬT ECOPOWER,Hồ Chí Minh,25.0,40.0,32.5,0,Entry,,CareerLink,
[HCM] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Hồ Chí Minh,10.0,10.0,10.0,0,Entry,,CareerLink,
Trưởng Nhóm Pháp Chế,CÔNG TY TNHH TƯ VẤN KỸ THUẬT ECOPOWER,Hồ Chí Minh,20.0,0.0,20.0,0,Entry,,CareerLink,
"[Xã Vĩnh Phong, An Giang] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Kiên Giang,10.0,10.0,10.0,0,Entry,,CareerLink,
R&D Manager,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
"[Ngã Bảy, Hậu Giang] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Hậu Giang,10.0,10.0,10.0,0,Entry,,CareerLink,
"[Ô Môn,Cần Thơ] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Cần Thơ,10.0,10.0,10.0,0,Entry,,CareerLink,
IT Manager – Vietnam,Công ty TNHH OTSUKA NUTRACEUTICAL VIETNAM,Hồ Chí Minh,60.0,65.0,62.5,0,Entry,,CareerLink,
Nhân Viên An Toàn - EHS,CÔNG TY CỔ PHẦN SYNOPEX VIỆT NAM,Bắc Ninh,0.0,0.0,0.0,0,Entry,,CareerLink,
Reliability,CÔNG TY CỔ PHẦN SYNOPEX VIỆT NAM,Bắc Ninh,0.0,0.0,0.0,0,Entry,,CareerLink,
Kỹ Sư Vision,CÔNG TY CỔ PHẦN SYNOPEX VIỆT NAM,Bắc Ninh,0.0,0.0,0.0,0,Entry,,CareerLink,
Trưởng Bộ Phận IT,Công ty Cổ phần Nguyên Liệu Thực Phẩm Á Châu Sài Gòn,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Senior Staff,CÔNG TY CỔ PHẦN SYNOPEX VIỆT NAM,Bắc Ninh,0.0,0.0,0.0,0,Entry,,CareerLink,
Logistic Staff,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh Long An,0.0,0.0,0.0,0,Entry,,CareerLink,
LOGISTICS MANAGER,Công ty TNHH MTV Nhà Máy May Mặc Đức,Long An,0.0,0.0,0.0,0,Entry,,CareerLink,
Safety Engineer,Công Ty Cổ Phần Thép POSCO YAMATO VINA,Bà Rịa - Vũng Tàu,0.0,0.0,0.0,0,Entry,,CareerLink,
QA Manager,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh,50.0,75.0,62.5,0,Entry,,CareerLink,
IT Support Staff,Công Ty Cổ Phần Dược Phẩm OPV,Đồng Nai,0.0,0.0,0.0,0,Entry,,CareerLink,
IE/GSD Staff,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên IT Helpdesk,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
Food Safety Program Coordinator (Remote),CTD Distribution,Bình Dương Đồng Nai Hồ Chí Minh,15.0,15.0,15.0,0,Entry,,CareerLink,
Merchandise Staff,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh Long An,15.0,25.0,20.0,0,Entry,,CareerLink,
[HCM] Customer Service (Làm việc Online tại nhà),CTD Distribution,Hồ Chí Minh,15.0,15.0,15.0,0,Entry,,CareerLink,
Formula Technician - Open for Garment Fresher,Công ty TNHH MTV Nhà Máy May Mặc Đức,Long An Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[Bình Dương] Customer Service (Làm việc Online tại nhà),CTD Distribution,Hồ Chí Minh,15.0,15.0,15.0,0,Entry,,CareerLink,
Logistics Supervisor,Công ty TNHH MTV Nhà Máy May Mặc Đức,Long An Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[TUYỂN GẤP] NHÂN VIÊN IT,CÔNG TY TNHH DAEYEONG VINA,Đồng Nai,0.0,0.0,0.0,0,Entry,,CareerLink,
SAMPLE ROOM MANAGER,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh Long An,0.0,0.0,0.0,0,Entry,,CareerLink,
NHÂN VIÊN BẢO TRÌ (LÀM VIỆC GẦN KHU DU LỊCH ĐẠI NAM),Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Garment Technical Staff,Công ty TNHH MTV Nhà Máy May Mặc Đức,Long An,0.0,0.0,0.0,0,Entry,,CareerLink,
Giám Sát Nhà Hàng,CÔNG TY CỔ PHẦN VEDANA RESORT,Thành Phố Huế,0.0,0.0,0.0,0,Entry,,CareerLink,
Pattern Maker,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh Long An,14.0,16.0,15.0,0,Entry,,CareerLink,
IT Business Analyst,CÔNG TY CỔ PHẦN VACXIN VIỆT NAM,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Assistant Manager (HR Dept.),Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh Long An,25.0,30.0,27.5,0,Entry,,CareerLink,
[Trà Vinh] Customer Service (Làm việc Online tại nhà),CTD Distribution,Vĩnh Long,15.0,15.0,15.0,0,Entry,,CareerLink,
IT Communicator,CÔNG TY TNHH VIỆT NAM CAMCOM,Hà Nội,20.0,0.0,20.0,0,Entry,,CareerLink,
[Đồng Nai] Customer Service (Làm việc Online tại nhà),CTD Distribution,Đồng Nai,15.0,15.0,15.0,0,Entry,,CareerLink,
Purchasing Staff,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh Long An,15.0,22.0,18.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ (QUẬN 12),TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
HR Staff,Công ty TNHH MTV Nhà Máy May Mặc Đức,Long An,0.0,0.0,0.0,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ (QUẬN 3),TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - QUẬN 7,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
IT Sales (JLPT N3),Fois ICT PRO,Hồ Chí Minh,15.0,22.0,18.5,0,Entry,,CareerLink,
ERP Support - up 20M,Thời Trang Adidas - Công Ty Cổ Phần Đầu Tư Thương Mại Phượng Hoàng,Hà Nội,16.0,20.0,18.0,0,Entry,,CareerLink,
TRƯỞNG BAN QUẢN LÝ SẢN XUẤT (課長 - N3以上の日本語),CÔNG TY TNHH MATSUYA R&D VIỆT NAM,Đồng Nai,0.0,0.0,0.0,0,Entry,,CareerLink,
IT DEVELOPER (HỐ NAI),CÔNG TY TNHH SJIT VINA,Đồng Nai,0.0,0.0,0.0,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ (QUẬN 2),TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - QUẬN TÂN BÌNH,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - QUẬN GÒ VẤP,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - THỦ ĐỨC,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - BÌNH THẠNH,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ (QUẬN 9 / TP THỦ ĐỨC),TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - QUẬN 6,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ - QUẬN BÌNH TÂN,TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ (QUẬN 5),TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
NHÂN VIÊN KẾ TOÁN NỘI BỘ (QUẬN TÂN PHÚ),TẬP ĐOÀN GIÁO DỤC RES,Hồ Chí Minh,7.0,12.0,9.5,0,Entry,,CareerLink,
E Learning Specialist (Digital Academy Team),Bureau Veritas Consumer Products Services Việt Nam,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
PHỤ BẾP (QUẬN 2-HCM),Dan On Foods Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Thực Tập Sinh Lắp Máy Cài Đặt,CÔNG TY TNHH TÍN BẢO LAN,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Văn Phòng Kho,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
ERP Business Analyst Lead / ERP BA Lead (45M),Thời Trang Adidas - Công Ty Cổ Phần Đầu Tư Thương Mại Phượng Hoàng,Hà Nội,35.0,45.0,40.0,0,Entry,,CareerLink,
Nhân Viên Bán Hàng Showroom,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
IT PART LEADER,CÔNG TY TNHH DONGDO ELECTRONICS HẢI PHÒNG,Hải Phòng,0.0,0.0,0.0,0,Entry,,CareerLink,
Chuyên Viên Phát Triển Thị Trường (QUẬN 2-HCM),Dan On Foods Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
KỸ SƯ XÂY DỰNG,CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,15.0,25.0,20.0,0,Entry,,CareerLink,
CHUYÊN VIÊN VẬN HÀNH NỀN TẢNG DỊCH VỤ (CHINESE),CÔNG TY OPPO VIỆT NAM,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Trưởng Nhóm Kinh Doanh Quốc Tế,CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Chuyên Viên Phát Triển Khách Hàng Và Điều Phối Dự Án Việt - Trung,CÔNG TY TNHH TÍN BẢO LAN,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
KỸ SƯ XÂY DỰNG (BÌNH DƯƠNG),CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,15.0,25.0,20.0,0,Entry,,CareerLink,
"Trưởng Phòng Kinh Doanh Nội Địa - Kênh MT (Quận 2, TP. HCM)",Dan On Foods Corporation,Hồ Chí Minh Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Trưởng / Phó Phòng Chất Lượng,CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Quản Lý Dự Án IT PM - NHẬN VIỆC NGAY- Tuyển Gấp,CÔNG TY TNHH ĐIỆN KHÍ QUỐC QUANG (VIỆT NAM),Quảng Nam Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
Phó Phòng Xuất Nhập Khẩu (Bình Dương),CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Kế Toán Tổng Hợp,CÔNG TY TNHH TÍN BẢO LAN,Hồ Chí Minh,20.0,0.0,20.0,0,Entry,,CareerLink,
Nhân Viên Kế Toán - Vĩnh Phúc [Full - Time] - Nữ,TẬP ĐOÀN GIÁO DỤC RES,Vĩnh Phúc,7.0,10.0,8.5,0,Entry,,CareerLink,
Kế Toán Bán Hàng (Bình Dương cũ),Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Hành Chính (Thời vụ),"Nitto Denko Tape Materials (Vietnam) Co., Ltd.",Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
[MAP] Merchandier,Công Ty Cổ Phần Tập Đoàn Minh Anh (MIAN GROUP),Nghệ An,12.0,20.0,16.0,0,Entry,,CareerLink,
Nhân Viên Thiết Kế Khuôn Mẫu Ngành Nhựa (Biết Creo),Công Ty TNHH Sản Xuất Hiệp Phước Thành- PTE,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
IT HelpDesk,CIBON TOOL VIETNAM,Bắc Ninh,12.0,15.0,13.5,0,Entry,,CareerLink,
IT Infrastructure & Security (Manufacturing) - Quận 10,CareerLink's Client,Hồ Chí Minh,22.0,32.0,27.0,0,Entry,,CareerLink,
[SCG-CBMV] CRM Marketing Executive - Danang,SCG Vietnam,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
THỰC TẬP SINH NHÂN SỰ - HR INTERN,Công ty TNHH MTV Nhà Máy May Mặc Đức,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Tổ Trưởng Sản Xuất (Chế Biến hoặc Đóng Gói),CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,12.0,15.0,13.5,0,Entry,,CareerLink,
"Chuyên Viên Bảo Trì, Bảo Dưỡng - Hà Nội",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Bảo Trì (Cơ - Điện),CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,12.0,15.0,13.5,0,Entry,,CareerLink,
NHÂN VIÊN IT (XƯỞNG DĨ AN),CÔNG TY TNHH YAZAKI EDS VIỆT NAM,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Vận Hành Omnichannel,Công Ty Cổ Phần Dược Phẩm FPT Long Châu,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân viên vận hành hệ thống (Tiếng Trung),CÔNG TY OPPO VIỆT NAM,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Trợ Lý Hành Chính Tiếng Trung,CÔNG TY TNHH TƯ VẤN KỸ THUẬT ECOPOWER,Hồ Chí Minh,12.0,17.0,14.5,0,Entry,,CareerLink,
Kỹ Sư Dự Toán Xây Dựng,CÔNG TY TNHH TƯ VẤN KỸ THUẬT ECOPOWER,Hồ Chí Minh,20.0,0.0,20.0,0,Entry,,CareerLink,
[Đồng Tháp] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Đồng Tháp,8.0,12.0,10.0,0,Entry,,CareerLink,
[Hậu Giang] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Hậu Giang,8.0,12.0,10.0,0,Entry,,CareerLink,
[Tiền Giang] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Tiền Giang Đồng Tháp,8.0,12.0,10.0,0,Entry,,CareerLink,
[Vĩnh Long] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Vĩnh Long,8.0,12.0,10.0,0,Entry,,CareerLink,
[Trà Vinh] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Trà Vinh Bến Tre,8.0,12.0,10.0,0,Entry,,CareerLink,
[Huế] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Thành Phố Huế,8.0,12.0,10.0,0,Entry,,CareerLink,
[An Giang] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,An Giang,8.0,12.0,10.0,0,Entry,,CareerLink,
[Kiên Giang] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Kiên Giang,8.0,12.0,10.0,0,Entry,,CareerLink,
[Sóc Trăng] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Sóc Trăng,8.0,12.0,10.0,0,Entry,,CareerLink,
[Cà Mau] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Cà Mau,8.0,12.0,10.0,0,Entry,,CareerLink,
"[Cẩm Lệ, Đà Nẵng] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Đà Nẵng,8.0,12.0,10.0,0,Entry,,CareerLink,
"[Tuy Hoà,  Đắk Lắk] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Phú Yên,8.0,12.0,10.0,0,Entry,,CareerLink,
[Bạc Liêu] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Bạc Liêu,8.0,12.0,10.0,0,Entry,,CareerLink,
[Bình Định] Điều Dưỡng,CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Bình Định,8.0,12.0,10.0,0,Entry,,CareerLink,
"[Nha Trang, Khánh Hòa] Điều Dưỡng",CÔNG TY TNHH BỆNH VIỆN SÀI GÒN TÂM ĐỨC,Khánh Hòa,8.0,12.0,10.0,0,Entry,,CareerLink,
Electrical Engineer,Công Ty Cổ Phần Thép POSCO YAMATO VINA,Bà Rịa - Vũng Tàu,0.0,0.0,0.0,0,Entry,,CareerLink,
GIÁM ĐỐC ĐIỀU HÀNH (CEO),Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
CỐ VẤN – ĐIỀU HÀNH,Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
Phó Giám Đốc Điều Hành (COO),Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
IT  Manager (Trưởng Phòng CNTT),Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
Phó Phòng Nhân Sự,Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
Kỹ thuật viên Điện tử Tin học,Công Ty Cổ Phần Đầu Tư Khai Thác Nhà Ga Quốc Tế Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
DEVOPS ENGINEER (KỸ SƯ DEVOPS),Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,0.0,0.0,0.0,0,Entry,DevOps,CareerLink,
Nhân Viên Thu Mua,Anh Quân Bakery,Đà Nẵng,7.0,10.0,8.5,0,Entry,,CareerLink,
"Nhân Viên Kho Làm Ca Đêm - Phú Nhuận, HCM",CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Kinh Doanh (AJ Plast),SCG Vietnam,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
KỸ SƯ IT / PHÁT TRIỂN WEB,CareerLink Asia,Nhật Bản,60.0,0.0,60.0,0,Entry,,CareerLink,
[Nhựa Bình Minh] - Nhân viên Tư vấn dịch vụ Kỹ thuật,SCG Vietnam,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[Long An] Customer Service (Làm việc Online tại nhà),CTD Distribution,Tây Ninh,15.0,15.0,15.0,0,Entry,,CareerLink,
[Nhựa Bình Minh] - Kỹ Sư Cấp Thoát Nước (Phát triển sản phẩm ngành ống nhựa),SCG Vietnam,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
International Sales Executive (Japanese),Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,Japanese,CareerLink,
Phó Phòng Bảo Trì,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Giám Sát Bảo Trì,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
QUẢN LÝ NHÀ HÀNG (QUẬN 2 - HCM),Dan On Foods Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Tổ Trưởng Sản Xuất,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
International Sales Executive (Chinese),Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Kỹ Sư IT Phần Mềm - Tiếng Trung (Vũng Tàu Cũ),CÔNG TY TNHH TÀI NGUYÊN CHC VIỆT NAM - CHI NHÁNH BÀ RỊA - VŨNG TÀU,Bà Rịa - Vũng Tàu,15.0,0.0,15.0,0,Entry,,CareerLink,
Nhân Viên IT Quản Trị Hệ Thống,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ ĐIỆN TỬ BÌNH ANH,Hà Nội,12.0,16.0,14.0,0,Entry,,CareerLink,
Kỹ Sư Cơ Khí Động Lực,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên IT Hạ Tầng Máy Chủ,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ ĐIỆN TỬ BÌNH ANH,Hà Nội,12.0,16.0,14.0,0,Entry,,CareerLink,
NHÂN VIÊN BẢO TRÌ CƠ SỞ HẠ TẦNG,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
CHUYÊN VIÊN DIGITAL MARKETING (NGÀNH F&B),Công Ty Cổ Phần Ẩm Thực Thiên Lý,Hồ Chí Minh,15.0,25.0,20.0,0,Entry,,CareerLink,
Nhân Viên Biên Phiên Dịch Tiếng Trung,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Kinh Doanh Xe,CÔNG TY CỔ PHẦN TECOTEC GROUP,Hà Nội Hồ Chí Minh Đà Nẵng,8.0,8.0,8.0,0,Entry,,CareerLink,
Trường Nhóm Tuyển Dụng và Đào tạo,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Technical Night Shift - Nhân Viên Kỹ Thuật Rải Chuyền Ca Đêm | Đồng Tháp,Fashion Garments Co. Ltd.,Đồng Tháp,0.0,0.0,0.0,0,Entry,,CareerLink,
Legal Specialist / Lawyer,Dan On Foods Corporation,Vietnam,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên  Kế Hoạch Tổng Hợp,Công Ty TNHH SX - TM - DV Lê Trần,Hồ Chí Minh,14.0,20.0,17.0,0,Entry,,CareerLink,
[TPHCM] Nhân Viên Phục Vụ Nhà Hàng,Dan On Foods Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Trưởng Team kinh doanh,Công Ty TNHH SX - TM - DV Lê Trần,Hồ Chí Minh,25.0,30.0,27.5,0,Entry,,CareerLink,
Nhân Viên Vận Hành Máy,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân Viên Kế toán kho vật tư,Công Ty TNHH SX - TM - DV Lê Trần,Hồ Chí Minh,12.0,18.0,15.0,0,Entry,,CareerLink,
Thợ Làm Bánh (Bánh Mì Và Các Loại Bánh Ngọt),Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
PM Ngành Hàng Trả Góp - HCM,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
"Kế Toán Bán Hàng (Quận 2, TP.HCM)",Dan On Foods Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[Cà Mau] Customer Service (Làm việc Online tại nhà),CTD Distribution,Cà Mau,15.0,15.0,15.0,0,Entry,,CareerLink,
Nhân Viên Hỗ trợ Kinh doanh,Dan On Foods Corporation,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Nhân viên Kinh Doanh Nội địa (Bình Dương cũ),Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
Trưởng Phòng Kỹ Thuật,Công Ty TNHH SX - TM - DV Lê Trần,Hồ Chí Minh,30.0,40.0,35.0,0,Entry,,CareerLink,
[Sóc Trăng] Customer Service (Làm việc Online tại nhà),CTD Distribution,Sóc Trăng,15.0,15.0,15.0,0,Entry,,CareerLink,
[Vĩnh Long] Customer Service (Làm việc Online tại nhà),CTD Distribution,Vĩnh Long,15.0,15.0,15.0,0,Entry,,CareerLink,
[An Giang] Customer Service (Làm việc Online tại nhà),CTD Distribution,An Giang,15.0,15.0,15.0,0,Entry,,CareerLink,
[Bà Rịa Vũng Tàu] Customer Service (Làm việc Online tại nhà),CTD Distribution,Bình Dương,15.0,15.0,15.0,0,Entry,,CareerLink,
[Đà Nẵng] Nhân Viên Pha Chế Part Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
Real Estate Intern,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
