title,company,location,salary_min,salary_max,salary_midpoint,years_experience,level,skills,source,posted_date
"[HCM] Shift Supervisor - Giám Sát Ca Quận 5, Tân Bình, Tân Phú",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
IT Project Manager- Tiếng Nhật Tốt,CareerLink's Client,Hồ Chí Minh,62.5,87.5,75.0,0,Entry,,CareerLink,
"[HCM] Shift Supervisor - Giám Sát Ca Phú Nhuận, Tân Bình",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
"[Nam Định] Sales IT – Thu Nhập Cao 30M+/Tháng, Cơ Hội Thăng Tiến Nhanh","SAPO Technology., JSC",Nam Định,10.0,30.0,20.0,0,Entry,,CareerLink,
[Long Xuyên] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),An Giang,0.0,0.0,0.0,0,Entry,,CareerLink,
Technician (Đi ca),Công Ty TNHH Sharp Manufacturing Việt Nam,Bình Dương,10.0,13.0,11.5,0,Entry,,CareerLink,
"[Nha Trang] Nhân Viên Pha Chế - Barista, Part-time, Full-time",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Khánh Hòa,0.0,0.0,0.0,0,Entry,,CareerLink,
NHÂN VIÊN HÀNH CHÍNH NHÂN SỰ (TPHCM MỚI),Công ty TNHH MTV Nhà Máy May Mặc Đức,Bình Dương Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
"[Rạch Giá, Kiên Giang] Nhân Viên Pha Chế Full Time",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),An Giang,0.0,0.0,0.0,0,Entry,,CareerLink,
[MAP] Merchandiser Fob Garment (Merchandiser/Purchasing/Production/Development),Công Ty Cổ Phần Tập Đoàn Minh Anh (MIAN GROUP),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
[Mỹ Tho] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đồng Tháp,0.0,0.0,0.0,0,Entry,,CareerLink,
"[HCM] Shift Supervisor - Giám Sát Ca, Quận 2,9",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
"Store Manager - Cửa Hàng Trưởng (Quận 1, 2)",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
"[HCM] Shift Supervisor - Giám Sát Ca, Quận 4,7",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[ Ninh Bình - Tràng An ] Shift Supervisor - Giám Sát Ca,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Ninh Bình,0.0,0.0,0.0,0,Entry,,CareerLink,
[Hoa Lư - Ninh Bình] Store Manager - Cửa Hàng Trưởng,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Ninh Bình,0.0,0.0,0.0,0,Entry,,CareerLink,
"[Phú Quốc, Kiên Giang] Shift Supervisor - Giám Sát Ca",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),An Giang,0.0,0.0,0.0,0,Entry,,CareerLink,
"[Rạch Giá, Kiên Giang] Shift Supervisor - Giám Sát Ca",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),An Giang,0.0,0.0,0.0,0,Entry,,CareerLink,
Merchandier,Công Ty Cổ Phần Tập Đoàn Minh Anh (MIAN GROUP),Hà Nội,12.0,25.0,18.5,0,Entry,,CareerLink,
"Store Manager - Cửa hàng Trưởng (Quận Phú Nhuận, Bình Thạnh)",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[ Đà Nẵng ] Shift Supervisor - Giám Sát Ca quận Hải Châu,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
[Đà Nẵng] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
[HCM] Shift Supervisor - Giám Sát Ca Quận 1,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[Hội An] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
National Sales Director,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
"Chuyên Viên Bảo Trì, Bảo Dưỡng",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
[SCG - CBMV HCM] Nhân Viên Kinh Doanh_Xi Măng (Bình Thuận),SCG Vietnam,Bình Thuận,10.0,12.0,11.0,0,Entry,,CareerLink,
[Vũng Tàu] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[SCG - CBMV HCM] Nhân Viên Kinh Doanh_Xi Măng (Lâm Đồng),SCG Vietnam,Lâm Đồng,10.0,12.0,11.0,0,Entry,,CareerLink,
[ Vũng Tàu ] Shift Supervisor - Giám Sát Ca quận Hải Châu,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
Embedded Systems Engineer/Team Leader (EMS Service)- Tiếng Nhật,CareerLink's Client,Hồ Chí Minh,15.0,30.0,22.5,0,Entry,,CareerLink,
[Quy Nhơn] Store Manager - Cửa Hàng Trưởng,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Gia Lai,0.0,0.0,0.0,0,Entry,,CareerLink,
Trưởng Phòng Kinh Doanh Nội Địa - Kênh MT,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
[Thanh Hóa] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Thanh Hóa,0.0,0.0,0.0,0,Entry,,CareerLink,
Marketing Operations Manager,Công Ty Cổ Phần Dược Phẩm FPT Long Châu,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[Bắc Ninh] Nhân Viên Pha Chế part - Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Bắc Ninh,0.0,0.0,0.0,0,Entry,,CareerLink,
KỸ SƯ IT LẬP TRÌNH WEB - NHÀ MÁY 3,CÔNG TY TRÁCH NHIỆM HỮU HẠN SÀI GÒN PRECISION,Hồ Chí Minh,0.0,0.0,0.0,0,Entry,,CareerLink,
[ Vinh - Nghệ An ] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Nghệ An,0.0,0.0,0.0,0,Entry,,CareerLink,
[Sa Pa] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Lào Cai,0.0,0.0,0.0,0,Entry,,CareerLink,
[Sa pa - Lào Cai ] Shift Supervisor - Giám Sát Ca Sa Pa,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Lào Cai,0.0,0.0,0.0,0,Entry,,CareerLink,
[ Hội An ] Shift Supervisor - Giám Sát Ca,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Đà Nẵng,0.0,0.0,0.0,0,Entry,,CareerLink,
"[Hà Nội, Quận Hà Đông] Nhân Viên Pha Chế Part - Time",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
[ Sân bay Nội Bài ] Nhân Viên Pha Chế Full Time,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
[ Sân Bay Nội Bài ] Shift Supervisor - Giám Sát Ca,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
"[ Hà Nội ] Shift Supervisor - Giám Sát Ca quận Thanh Xuân, Hoàn Kiếm, Bắc Từ Liêm",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
"Store Manager - Cửa hàng Trưởng (Quận Hoàn Kiếm, Hai Bà Trưng)",CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT (STARBUCKS VIET NAM),Hà Nội,0.0,0.0,0.0,0,Entry,,CareerLink,
GIÁM SÁT KHO,Dan On Foods Corporation,Bình Dương,0.0,0.0,0.0,0,Entry,,CareerLink,
